Nafn,workout1_points,workout1_score,workout2_points,workout2_score,workout3_points,workout3_score,workout4_points,workout4_score,workout5_points,workout5_score,workout6_points,workout6_score,total_points
Elín Sveinsdóttir,100,21.19,100,3.35,100,7.48,100,1.0,0,0.0,0,0.0,400
